MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
658 - So. Pasadena,1.0,False,False,MultiSplit,False,OutOfAreaBoard,2.0,3.023,131682.0,131682.0,Sotheby's International Realty,Patricia,CLW-X99361,1202.0,1202 Indiana Avenue 8,South Pasadena,1971.0,False,Ruben,1694.0,34.111191,-118.164171,PasadenaFoothills,3.0,1450000.0,2025-05-15,Residential,Closed,2.0,Townhouse,Los Angeles,3.0,CA,2025-04-14,2025-05-15,91030
Unknown,1.0,False,False,One,False,BayEast,1.0,0.0849,3700.0,3700.0,Coldwell Banker Realty,Ana,BMLS-206519738,2339.0,2339 20Th St,San Pablo,1942.0,False,Vasquez,688.0,37.96432183,-122.3483461,Oakland,1.0,425000.0,2025-05-09,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,2.0,CA,2025-04-22,2025-05-09,94806
92130 - Carmel Valley,1.0,False,False,ThreeOrMore,False,Unknown,2.0,0.17,7405.0,7207.0,Unknown,Unknown,SAND-CRF-cmchiappari002,3842.0,3842 Quarter Mile,San Diego,2003.0,False,Unknown,2068.0,32.95721734,-117.23130285,SanDiego,3.0,4900.0,2025-05-05,ResidentialLease,Closed,2.0,Townhouse,San Diego,3.0,CA,2025-04-30,2025-05-05,92130
Unknown,2.0,False,False,Two,False,ContraCosta,2.0,0.2204,9600.0,9600.0,Compass,Justin,CCBE-159510550,1517.0,1517 Debbi Ct,Martinez,1986.0,False,Bundy,2308.0,37.97767661,-122.09532741,ContraCosta,3.0,1228000.0,2025-05-30,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-04-30,2025-05-30,94553
699 - Not Defined,1.0,False,False,Unknown,False,Unknown,1.0,0.3829,16677.0,16677.0,Unknown,Marina,ML820133,1106.0,1106 La Terrace Circle,San Jose,1985.0,False,Petrosov,1138.0,37.240308,-121.8684965,Mlslistings,2.0,750000.0,2025-05-28,Residential,Closed,1.0,Condominium,Santa Clara,2.0,CA,2025-04-18,2025-05-28,95123
BSTW - Barstow,1.0,False,False,One,False,InlandValleys,0.0,0.17,7405.0,7207.0,EXCELLENCE RE REAL ESTATE,MARISOL,IVMARISOL,2494.0,2494 Main Street 238,Barstow,1989.0,False,SANCHEZ,1152.0,34.886494,-117.067163,TheInlandGateway,2.0,69000.0,2025-05-19,ManufacturedInPark,Closed,0.0,Unknown,San Bernardino,3.0,CA,2025-04-28,2025-05-19,92311
274 - San Bernardino,1.0,False,False,One,False,InlandValleys,0.0,0.2755,12000.0,12000.0,REALTY ONE GROUP ROADS,CLAUDIA,isotocla,1260.0,1260 Canyon Road B,San Bernardino,1940.0,False,SOTOMAYOR,950.0,34.122645,-117.266684,InlandValleys,1.0,1800.0,2025-05-01,ResidentialLease,Closed,2.0,SingleFamilyResidence,San Bernardino,2.0,CA,2025-05-01,2025-05-01,92404
NV - East Bluff - Harbor View,2.0,False,False,Two,False,Newport,3.0,0.202,8800.0,8800.0,Douglas Elliman Of California,Ashley,NP60706,821.0,821 Bellis Street,Newport Beach,1964.0,False,McKinley,2928.0,33.63701,-117.873396,Newport,3.0,20000.0,2025-05-21,ResidentialLease,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-19,2025-05-21,92660
M3 - La Mirada,1.0,False,False,One,False,PacificWest,2.0,0.1447,6302.0,6302.0,Diamond Real Estate One,Enrique,PAREZENR,14920.0,14920 Badlona Drive,La Mirada,1955.0,False,Suarez,1575.0,33.899405,-118.012957,PacificWest,2.0,868000.0,2025-05-30,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-03,2025-05-30,90638
DC591 - Landers,1.0,False,False,One,False,JoshuaTreeGateway,0.0,5.0,217800.0,217800.0,"C & S Real Estate, Inc.",Marvin,JT51549,828.0,828 N Wamego Trail,Landers,1982.0,False,Marquez,1152.0,34.264516,-116.449503,JoshuaTreeGateway,2.0,350000.0,2025-05-27,Residential,Closed,0.0,ManufacturedOnLand,San Bernardino,2.0,CA,2025-04-17,2025-05-27,92285
N8 - West Newport - Lido,2.0,False,False,Two,False,Newport,2.0,0.1061,4620.0,4620.0,Compass,Dylan,U40329,116.0,116 Via Trieste,Newport Beach,2002.0,False,Mason,4270.0,33.610613,-117.914065,Newport,4.0,18100.0,2025-05-30,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-26,2025-05-30,92663
Unknown,1.0,False,False,One,False,BayEast,2.0,0.2107,9178.0,9178.0,Keller Williams Tri-Valley,Bret,CCBE-144030726BE,7257.0,7257 Newcastle Lane,Dublin,1965.0,False,Fouche,1708.0,37.71672485,-121.9179492,BayEast,2.0,1380077.0,2025-05-08,Residential,Closed,4.0,SingleFamilyResidence,Alameda,3.0,CA,2025-04-14,2025-05-08,94568-1720
SRCAR - Southwest Riverside County,1.0,False,False,One,False,RanchoSoutheast,2.0,0.19,8276.0,8276.0,Brown House Realty,Brian,RBRIABRO,28196.0,28196 Danbury Drive,Menifee,1967.0,False,Brown,1450.0,33.711409,-117.209849,NorthSanDiegoCounty,2.0,370000.0,2025-05-29,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-04-30,2025-05-29,92586
AV - Aliso Viejo,2.0,False,False,Two,False,OrangeCounty,2.0,1.4036,61141.0,61141.0,Compass,Helena,SCARDHEL,13.0,13 Pappagallo,Aliso Viejo,1989.0,False,Noonan,1458.0,33.586168,-117.721536,PacificWest,3.0,940000.0,2025-05-06,Residential,Closed,6.0,Townhouse,Orange,2.0,CA,2025-04-11,2025-05-06,92656
PRIC - PR Inside City Limit,1.0,False,False,One,False,SanLuisObispoCoastal,2.0,0.1969,8576.0,8576.0,BHGRE HAVEN PROPERTIES,Kurtis,SP01931796,1513.0,1513 Las Brisas Drive,Paso Robles,1998.0,False,Wurster,1325.0,35.63082700000001,-120.681103,NorthSanLuisObispo,2.0,731000.0,2025-05-30,Residential,Closed,2.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-04-14,2025-05-30,93446
340 - Desert Hot Springs,1.0,False,False,One,False,CaliforniaDesert,2.0,0.16,6970.0,6970.0,Keller Williams Realty,Roy,CDAR-D81605,13485.0,13485 Avenida La Vista,Desert Hot Springs,2025.0,False,Rosales,1400.0,33.950422,-116.46898,CaliforniaDesert,2.0,412000.0,2025-05-22,Residential,Closed,6.0,SingleFamilyResidence,Riverside,3.0,CA,2025-05-15,2025-05-22,92240
"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",2.0,False,False,Two,False,PacificWest,2.0,0.0034,146.0,146.0,Century 21 Affiliated,Claudia,AWASSCLA,7268.0,7268 Penn Way,Stanton,1971.0,False,Wasser,1159.0,33.801429,-118.005818,MontebelloDistrict,2.0,637000.0,2025-05-28,Residential,Closed,2.0,Townhouse,Orange,3.0,CA,2025-04-11,2025-05-28,90680
92071 - Santee,2.0,False,False,Two,False,SanDiego,2.0,9.5099,414253.0,414253.0,Compass,Jared,SAND-649374,3015.0,3015 Cole Grade Dr,Santee,2009.0,False,Nelson,1654.0,32.83987914,-116.96078925,SanDiego,3.0,680000.0,2025-05-15,Residential,Closed,2.0,Townhouse,San Diego,3.0,CA,2025-04-15,2025-05-15,92071
Unknown,1.0,False,False,One,False,SierraNorthValley,2.0,0.28,12197.0,12197.0,Platinum Partners Real Estate,Allison,SNA462,6358.0,6358 Lancaster Drive,Paradise,1964.0,False,Gabski,1172.0,39.771839,-121.591693,Paradise,2.0,297000.0,2025-05-22,Residential,Closed,4.0,SingleFamilyResidence,Butte,3.0,CA,2025-04-17,2025-05-22,95969
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.2903,12644.0,12644.0,Green Banker Realty,Stanley,ML157878,1550.0,1550 Seneca Lane,San Mateo,1964.0,False,Lo,2590.0,37.52898906,-122.35397297,Mlslistings,3.0,2650000.0,2025-05-30,Residential,Closed,2.0,SingleFamilyResidence,San Mateo,4.0,CA,2025-05-01,2025-05-30,94402
C20 - Hollywood,1.0,False,False,ThreeOrMore,False,OutOfAreaBoard,2.0,0.1565,6817.0,6817.0,The Agency,Courtney,CLW-C127159,742.0,742 N Hudson Avenue 4,Los Angeles,2011.0,False,Jones,1680.0,34.084729,-118.331738,BeverlyHillsGreaterLa,3.0,1384000.0,2025-05-07,Residential,Closed,2.0,Townhouse,Los Angeles,3.0,CA,2025-04-07,2025-05-07,90038
"75 - Orange, Orange Park Acres E of 55",2.0,False,False,Two,False,TriCounties,2.0,0.2734,11909.0,11909.0,McLeod & Associates,Leo Marco,TRMENDLEO,3309.0,3309 E Metcalf Circle D,Orange,1996.0,False,Mendoza,1370.0,33.797496,-117.818193,BeverlyHillsGreaterLa,3.0,932000.0,2025-05-19,Residential,Closed,0.0,Condominium,Orange,3.0,CA,2025-04-03,2025-05-19,92869
VALW - Valencia Woodlands,2.0,False,False,Two,False,Glendale,4.0,0.2412,10508.0,10508.0,"Beverly and Company, Inc.",Linda,G165114940,27015.0,27015 Mirasol Street,Valencia,2000.0,False,Orfali,4565.0,34.41552,-118.569882,Southland,6.0,2360000.0,2025-05-22,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-04-04,2025-05-22,91355
92123 - San Diego,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,0.1354,5900.0,5900.0,Black Label Realty,Mark,115209,2121.0,2121 Cardinal Dr,San Diego,1961.0,False,Quesada,1200.0,32.78275246,-117.15714135,SanDiego,2.0,1170000.0,2025-05-22,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-04-23,2025-05-22,92123
92173 - San Ysidro,1.0,False,False,One,False,PacificSouthwest,0.0,0.1382,6022.0,6022.0,CA-RES,Enrique,815920,315.0,315 Averil Rd,San Ysidro,1950.0,False,Madrigal,1314.0,32.56071725,-117.05450186,SanDiego,2.0,585000.0,2025-05-28,Residential,Closed,1.0,SingleFamilyResidence,San Diego,3.0,CA,2025-04-30,2025-05-28,92173
OCNO - Oceano,2.0,False,False,Two,False,SanLuisObispoCoastal,1.0,0.0614,2674.0,2674.0,"eXp Realty of California, Inc",Kristen,SC02137546,1120.0,1120 Tranquil Court,Oceano,2009.0,False,Sanchez,1368.0,35.102848,-120.617446,PismoCoast,3.0,596000.0,2025-05-09,Residential,Closed,1.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-04-18,2025-05-09,93445
688 - Rancho Cucamonga,1.0,False,False,One,False,PacificWest,2.0,0.1079,4700.0,4700.0,reframe,Jessica,PWGUJESS,9743.0,9743 Shaded Wood Court,Rancho Cucamonga,1984.0,False,Gugliotta,1173.0,34.131541,-117.59234,CitrusValley,2.0,735000.0,2025-05-21,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-04-15,2025-05-21,91701
"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",1.0,False,False,One,False,PacificWest,0.0,1.8675,81347.0,81347.0,Splash Real Estate,Lori,PWMAGLOR,7734.0,7734 Moordale Circle 216,Stanton,1983.0,False,Magana,877.0,33.778534,-117.995869,OrangeCounty,2.0,600000.0,2025-05-30,Residential,Closed,2.0,Condominium,Orange,2.0,CA,2025-05-08,2025-05-30,90680
289 - Big Bear Area,1.0,False,False,One,False,PasadenaFoothills,0.0,0.1752,7632.0,7632.0,"HomeSmart, Evergreen Realty",Bonnie,PF17717,41410.0,41410 Lahontan Drive,Big Bear Lake,1960.0,False,Pittenger,678.0,34.245662,-116.898785,TheInlandGateway,1.0,330000.0,2025-05-29,Residential,Closed,0.0,SingleFamilyResidence,San Bernardino,2.0,CA,2025-04-29,2025-05-29,92315
334 - South End Palm Springs,1.0,False,False,One,False,OrangeCounty,1.0,0.24,10454.0,10454.0,Prophet 5 Inc,James,OCFLETJAM,1065.0,1065 E Sunny Dunes Road,Palm Springs,1950.0,False,Fletcher,2200.0,33.812012,-116.535227,CaliforniaDesert,2.0,850000.0,2025-05-28,Residential,Closed,3.0,SingleFamilyResidence,Riverside,4.0,CA,2025-05-02,2025-05-28,92264
PHEL - Phelan,1.0,False,False,One,False,Newport,4.0,2.28,99316.0,99316.0,Nissi Agents,Miguel,NP61304,3367.0,3367 Camellia Road,Phelan,1988.0,False,Juarez,1344.0,34.511193,-117.588907,SouthBay,2.0,233300.0,2025-05-09,Residential,Closed,4.0,ManufacturedOnLand,San Bernardino,3.0,CA,2025-04-02,2025-05-09,92371
EC - El Camino Real,2.0,False,False,Two,False,OrangeCounty,2.0,3.0971,134908.0,134908.0,Wetrust Realty,Jason,OCHUJASON,14.0,14 Snowberry 27,Irvine,1975.0,False,Huang,1068.0,33.691747,-117.786651,PacificWest,3.0,860000.0,2025-05-16,Residential,Closed,2.0,Townhouse,Orange,2.0,CA,2025-04-01,2025-05-16,92604
Unknown,2.0,False,False,Two,False,ContraCosta,2.0,0.0872,3800.0,3800.0,Luxe Realty Group,Arfel,CCBE-159536112,117.0,117 Pelican Loop,Pittsburg,1990.0,False,Pitogo,1927.0,38.03530318,-121.88537084,BayEast,3.0,550000.0,2025-05-30,Residential,Closed,4.0,Townhouse,Contra Costa,4.0,CA,2025-05-14,2025-05-30,94565
263 - Banning/Beaumont/Cherry Valley,1.0,False,False,One,False,InlandValleys,0.0,0.22,9583.0,9583.0,ARREBA,RENE,ijimeren,174.0,174 Maple Avenue,Beaumont,1960.0,False,JIMENEZ,454.0,33.922876,-116.972592,InlandValleys,1.0,1595.0,2025-05-06,ResidentialLease,Closed,0.0,Duplex,Riverside,1.0,CA,2025-05-05,2025-05-06,92223
WHLL - Woodland Hills,1.0,False,False,MultiSplit,False,BeverlyHillsGreaterLa,2.0,0.1234,5374.0,5374.0,Compass,Mitra,CLW-X18873,5304.0,5304 Baza Avenue,Woodland Hills,1964.0,False,Moradifar,1434.0,34.166064,-118.600641,BeverlyHillsGreaterLa,2.0,1250000.0,2025-05-21,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-25,2025-05-21,91364
"4 - Downtown Area, Alamitos Beach",1.0,False,False,ThreeOrMore,False,PacificWest,0.0,0.0689,3000.0,3000.0,"Ernst & Haas Mngmnt Co., Inc.",David,zhaasdav,315.0,315 W 3rd St,Long Beach,1925.0,False,Haas,456.0,33.770823,-118.195479,PacificWest,1.0,1595.0,2025-05-12,ResidentialLease,Closed,0.0,Condominium,Los Angeles,0.0,CA,2025-05-12,2025-05-12,90802
690 - Upland,2.0,False,False,Two,False,PasadenaFoothills,2.0,0.0236,1029.0,1029.0,Keller Williams Realty,Sylvia,PF18570,1500.0,1500 Springfield Way,Upland,2007.0,False,Vega,1504.0,34.108118,-117.678141,CitrusValley,3.0,590000.0,2025-05-20,Residential,Closed,2.0,Townhouse,San Bernardino,3.0,CA,2025-04-23,2025-05-20,91786
C14 - Santa Monica,1.0,False,False,One,False,BeverlyHillsGreaterLa,1.0,0.4135,18013.0,18013.0,Compass,Tracey,CLW-S53903,2254.0,2254 29th Street C,Santa Monica,1948.0,False,Hennessey,743.0,34.011883000000005,-118.49155,SouthBay,1.0,655000.0,2025-05-02,Residential,Closed,1.0,Condominium,Los Angeles,1.0,CA,2025-04-11,2025-05-02,90405
92115 - San Diego,1.0,False,False,One,False,NorthSanDiegoCounty,1.0,0.59,25700.0,25700.0,eXp Realty of Southern CA,Cassidy,105137,4171.0,4171 60Th St,San Diego,1950.0,False,Lewis,750.0,32.75389034,-117.06696116,SanDiego,1.0,729500.0,2025-05-19,Residential,Closed,2.0,SingleFamilyResidence,San Diego,2.0,CA,2025-05-12,2025-05-19,92115
N7 - West Bay - Santa Ana Heights,1.0,False,False,One,False,Newport,3.0,0.1837,8000.0,8000.0,Pacific Sotheby's Int'l Realty,Erica,NP60433,1700.0,1700 Galaxy Drive,Newport Beach,1968.0,False,Thomas,2850.0,33.634659,-117.89243700000002,Newport,3.0,27000.0,2025-05-20,ResidentialLease,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-07,2025-05-20,92660
LW - Laguna Woods,1.0,False,False,One,False,OrangeCounty,0.0,0.17,7405.0,7207.0,Laguna Premier Realty Inc.,Donna,SEMPFDON,51.0,51 Calle Aragon A,Laguna Woods,1964.0,False,Empfield,953.0,33.606963,-117.713907,OrangeCounty,2.0,499000.0,2025-05-19,Residential,Closed,1.0,StockCooperative,Orange,2.0,CA,2025-04-07,2025-05-19,92637
Unknown,1.0,False,False,One,False,BayEast,1.0,0.0,0.0,0.0,Merrill Signature Prop,Bethe,CCBE-166021750,144.0,144 Marsala Ct,Hercules,1993.0,False,Vanier,693.0,37.99365618,-122.23869163,ContraCosta,1.0,348500.0,2025-05-23,Residential,Closed,1.0,Condominium,Contra Costa,1.0,CA,2025-04-23,2025-05-23,94547
"75 - Orange, Orange Park Acres E of 55",1.0,False,False,One,False,OrangeCounty,2.0,0.1654,7207.0,7207.0,"eXp Realty of Greater Los Angeles, Inc.",Chloe,OCCHOECHL,11301.0,11301 S Church Street,Orange,1962.0,False,Choe,1255.0,33.797836,-117.80728,InlandValleys,2.0,975000.0,2025-05-07,Residential,Closed,2.0,SingleFamilyResidence,Orange,2.0,CA,2025-04-04,2025-05-07,92869
Unknown,2.0,False,False,Two,False,BayEast,2.0,0.0819999999999999,3570.0,3570.0,ValleyVentures Realty Inc,Karunasagar,CCBE-206537982,1539.0,1539 S Oliveira Dr,Mountain House,2020.0,False,Kotha,2447.0,37.75820412,-121.54264836,BayEast,3.0,945000.0,2025-05-20,Residential,Closed,2.0,SingleFamilyResidence,San Joaquin,4.0,CA,2025-04-21,2025-05-20,95391
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1433,6240.0,6240.0,"eXp Realty of Northern California, Inc.",Gerold,ML5092572,1384.0,1384 Darryl Drive,San Jose,1960.0,False,Rodriguez,1859.0,37.29883724,-121.96401474,Mlslistings,0.0,1685000.0,2025-05-16,ResidentialIncome,Closed,2.0,Duplex,Santa Clara,3.0,CA,2025-04-03,2025-05-16,95130
NPMO - Nipomo,1.0,False,False,One,False,SanLuisObispoCoastal,2.0,0.0781,3402.0,3402.0,Keller Williams Realty Central Coast,Camille,SL02107467,181.0,181 Colt Lane,Nipomo,1997.0,False,Schwaegerle,1116.0,35.035803,-120.482187,PismoCoast,2.0,565000.0,2025-05-05,Residential,Closed,5.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-04-04,2025-05-05,93444
313 - La Quinta South of HWY 111,1.0,False,False,One,False,CaliforniaDesert,2.0,0.04,1742.0,1742.0,Compass,Sandi,CDAR-D24475,54648.0,54648 Shoal Creek,La Quinta,1990.0,False,Phillips,1918.0,33.652466,-116.268431,CaliforniaDesert,3.0,794500.0,2025-05-27,Residential,Closed,2.0,Condominium,Riverside,3.0,CA,2025-05-06,2025-05-27,92253
LKBL - Lake Balboa,1.0,False,False,One,False,Conejo,2.0,0.1706,7433.0,7433.0,Sync Brokerage Inc,Michael,VCR-C159051019,7530.0,7530 Gaviota Avenue,Lake Balboa,1948.0,False,Rosenblum,1473.0,34.207578000000005,-118.481129,Southland,2.0,830000.0,2025-05-14,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-04-09,2025-05-14,91406
614 - Covina,1.0,False,False,One,False,Downey,1.0,0.1465,6380.0,6380.0,Realty Executives Com. & Res.,Jerry,DWMERJER,4545.0,4545 N Coney Avenue,Covina,1955.0,False,Mercado,1125.0,34.095658,-117.922982,CitrusValley,2.0,785000.0,2025-05-07,Residential,Closed,1.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-04-07,2025-05-07,91722
649 - Pico Rivera,1.0,False,False,One,False,Downey,2.0,0.1045,4551.0,4551.0,The Real Estate Store Inc.,Josue,DWALJOSU,8926.0,8926 Shenandoah Avenue,Pico Rivera,1965.0,False,Alvarado,1254.0,33.998641,-118.084916,CitrusValley,2.0,675000.0,2025-05-06,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-03-28,2025-05-06,90660
189 - Barton Hill,1.0,False,False,One,False,RanchoSoutheast,2.0,0.124,5402.0,5402.0,Manna Realty,Olaf,RKILTOLA,341.0,341 N Mesa Street,San Pedro,1905.0,False,Kilthau,1224.0,33.745861,-118.28596,PalosVerdesPeninsula,2.0,810000.0,2025-05-22,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-04-11,2025-05-22,90731
118 - Pacific Square,1.0,False,False,One,False,PalosVerdesPeninsula,0.0,0.2169,9450.0,9450.0,Luxury PV Realty,Victor,PVLIUVIC,1515.0,1515 W 147th Street A,Gardena,1947.0,False,Liu,850.0,33.897953,-118.303232,PalosVerdesPeninsula,1.0,2800.0,2025-05-03,ResidentialLease,Closed,1.0,Triplex,Los Angeles,2.0,CA,2025-05-02,2025-05-03,90247
71 - Tustin,1.0,False,False,One,False,TriCounties,3.0,0.1597,6958.0,6958.0,ReMax 2000 Realty,Frank,HCHENPHO,17952.0,17952 Lucero Way,Tustin,1972.0,False,Chen,2146.0,33.751688,-117.819029,PacificWest,3.0,1510000.0,2025-05-12,Residential,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-04-16,2025-05-12,92780
SRCAR - Southwest Riverside County,1.0,False,False,One,False,PacificWest,2.0,0.12,5227.0,5227.0,Supreme RE Realty,David,PWTRANDAV,28190.0,28190 Stillwater Drive,Menifee,1991.0,False,Tran,1502.0,33.68029600000001,-117.166717,SouthwestRiversideCounty,2.0,565000.0,2025-05-02,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-04-02,2025-05-02,92584
91905 - Boulevard,1.0,False,False,Unknown,False,SanDiego,2.0,153.0,6664680.0,153.0,NewTown Real Estate,Samantha,SAND-673416,1590.0,1590 Tierra Del Sol Road,Boulevard,1979.0,False,Leach,1580.0,32.638613,-116.325799,PacificSouthwest,0.0,420000.0,2025-05-29,Land,Closed,0.0,Unknown,San Diego,3.0,CA,2025-05-09,2025-05-29,91905
699 - Not Defined,1.0,False,False,Unknown,False,Unknown,2.0,0.1377,6000.0,6000.0,Unknown,Matthew,ML1598162,4012.0,4012 Laurelglen Court,San Jose,1966.0,False,Gomez,1475.0,37.26619252,-121.88238013,Mlslistings,2.0,1825000.0,2025-05-07,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-04-08,2025-05-07,95118
249 - Eastvale,2.0,False,False,Two,False,Arcadia,3.0,0.21,9148.0,9148.0,Coldwell Banker Realty,Cesar,A34764,14053.0,14053 Comfort Cove Lane,Eastvale,2006.0,False,Carrillo,3292.0,33.944737,-117.589695,Arcadia,3.0,1060000.0,2025-05-12,Residential,Closed,3.0,SingleFamilyResidence,Riverside,5.0,CA,2025-04-10,2025-05-12,92880
SRCAR - Southwest Riverside County,1.0,False,False,One,False,SouthwestRiversideCounty,2.0,2.65,115434.0,115434.0,Reliable Realty Inc.,Jessica,TWOLDJES,49375.0,49375 Pima Court,Aguanga,2001.0,False,Woldenga,1716.0,33.535193,-116.800042,SouthwestRiversideCounty,3.0,449000.0,2025-05-02,Residential,Closed,2.0,ManufacturedOnLand,Riverside,4.0,CA,2025-04-02,2025-05-02,92536
629 - Glendora,1.0,False,False,One,False,CitrusValley,0.0,0.1837,8000.0,8000.0,AIM RESOURCES REAL ESTATE SERV,John,c12377,938.0,938 E Lemon Avenue,Glendora,2025.0,False,Andonian,400.0,34.130152,-117.849542,CitrusValley,1.0,1799.0,2025-05-26,ResidentialLease,Closed,0.0,Duplex,Los Angeles,1.0,CA,2025-05-26,2025-05-26,91741
614 - Covina,2.0,False,False,Two,False,CitrusValley,2.0,0.0365,1592.0,1592.0,Epique Inc,Jocelyn,C28636,519.0,519 W Puente Street 2,Covina,1984.0,False,Ruiz,1343.0,34.083213,-117.899255,CitrusValley,3.0,678500.0,2025-05-28,Residential,Closed,2.0,Townhouse,Los Angeles,2.0,CA,2025-04-14,2025-05-28,91722
121 - Lomita,1.0,False,False,One,False,SouthBay,2.0,0.1347,5868.0,5868.0,eXp Realty of California Inc,Colleen,SBKEENCOL,25922.0,25922 Lucille Avenue,Lomita,1948.0,False,Keenan,1002.0,33.787415,-118.32153999999998,SouthBay,1.0,800000.0,2025-05-01,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-04-06,2025-05-01,90717
VC33 - Oxnard - Southwest / Port Huenem,1.0,False,False,One,False,Unknown,2.0,0.13,5662.0,5662.0,HomeSmart Evergreen Realty,Antonio,C49024,311.0,311 De Anza Way,Oxnard,1962.0,False,Camacho,1110.0,34.167266,-119.175219,VenturaCoastal,2.0,747000.0,2025-05-09,Residential,Closed,2.0,SingleFamilyResidence,Ventura,3.0,CA,2025-04-13,2025-05-09,93033
685 - Montclair,1.0,False,False,Unknown,False,TriCounties,2.0,2.7769,120960.0,120960.0,Macromaster,Wenny,h65225,4959.0,4959 Palo Verde Street 106C-6,Montclair,1980.0,False,Chang,1580.0,34.080817,-117.696943,TriCounties,2.0,320.0,2025-05-01,CommercialLease,Closed,2.0,Office,San Bernardino,3.0,CA,2025-05-01,2025-05-01,91763
92071 - Santee,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,0.1515,6600.0,6600.0,Compass,Michelle,SAND-109139,10421.0,10421 Len St,Santee,1970.0,False,Byrne,1404.0,32.86575959,-116.9702888,SanDiego,2.0,815000.0,2025-05-05,Residential,Closed,7.0,SingleFamilyResidence,San Diego,3.0,CA,2025-04-12,2025-05-05,92071
SO - Sherman Oaks,1.0,False,False,MultiSplit,False,BeverlyHillsGreaterLa,2.0,0.2934,12781.0,12781.0,Coldwell Banker Realty,Stefanie,CLW-C122022,4033.0,4033 Weslin Avenue,Sherman Oaks,1948.0,False,Novik,2576.0,34.143084,-118.431075,BeverlyHillsGreaterLa,3.0,2150000.0,2025-05-15,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-19,2025-05-15,91423
91914 - Chula Vista,2.0,False,False,Two,False,PacificSouthwest,1.0,0.17,7405.0,7207.0,"Vantage Realty Group, Inc.",Roberto Ruiz,811536,272.0,272 Salinas Drive 163,Chula Vista,2006.0,False,Ruiz,1244.0,32.66926059,-116.98198137,SanDiego,3.0,625000.0,2025-05-01,Residential,Closed,2.0,Condominium,San Diego,2.0,CA,2025-04-02,2025-05-01,91914
Unknown,2.0,False,False,Two,False,Unknown,3.0,0.785,34195.0,34195.0,Rise Realty,Steven,CCBE-CR372164975,1886.0,1886 Rainbow View Dr,Walnut Creek,1992.0,False,Hurley,3862.0,37.88013869,-122.07378423,ContraCosta,4.0,2085000.0,2025-05-13,Residential,Closed,3.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-04-12,2025-05-13,94595
267 - Loma Linda,1.0,False,False,One,False,PacificWest,2.0,0.028,1218.0,1218.0,Coldwell Banker Realty,Scott,PGUNSCO,11466.0,11466 Benton Street,Loma Linda,1975.0,False,Gunther,1218.0,34.045603,-117.252905,TheInlandGateway,2.0,450000.0,2025-05-21,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,2.0,CA,2025-05-07,2025-05-21,92354
