BuyerAgentAOR,ViewYN,PoolPrivateYN,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,BuyerOfficeName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,MLSAreaMajor,CountyOrParish,MlsStatus,ParkingTotal,PropertySubType,LotSizeAcres,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,NewConstructionYN,GarageSpaces,PostalCode,LotSizeSquareFeet
PalmSprings,False,False,2025-03-04,400000.0,34.237621999999995,-116.83548600000002,797 Santa Barbara Avenue,Residential,1344.0,Re/Max Big Bear,PWLABNIC,Nicholas,LaBate,SGLF - Sugarloaf,San Bernardino,Closed,2.0,SingleFamilyResidence,0.1148,PacificWest,1981.0,797.0,2.0,Sugarloaf,3.0,2025-03-04,2025-02-19,CA,True,2.0,Two,5000.0,False,0.0,92386,5000.0
SierraNorthValley,True,True,2025-03-10,585000.0,39.76491,-121.81929,1268 Arch Way,Residential,1810.0,"eXp Realty of California, Inc.",CH157010403,Traci,Cooper,Unknown,Butte,Closed,2.0,SingleFamilyResidence,0.17,SierraNorthValley,2006.0,1268.0,2.0,Chico,3.0,2025-03-10,2025-02-06,CA,True,1.0,One,0.17,False,2.0,95973,7405.2
Newport,True,False,2025-03-03,4650000.0,33.51327,-117.643747,30992 Steeplechase Drive,Residential,4511.0,Realty One Group West,SLAMBAUD,Audra,Lambert,OR - Ortega/Orange County,Orange,Closed,3.0,SingleFamilyResidence,0.8724,OrangeCounty,1986.0,30992.0,4.0,San Juan Capistrano,4.0,2025-03-03,2025-02-04,CA,True,2.0,Two,38000.0,False,3.0,92675,38000.0
SierraNorthValley,True,True,2025-03-06,991500.0,39.771625,-121.890754,480 Weymouth Way,Residential,3129.0,Parkway Real Estate Co.,SNA442,Karin,Anderson,Unknown,Butte,Closed,6.0,SingleFamilyResidence,0.31,SierraNorthValley,2005.0,480.0,4.0,Chico,4.0,2025-03-06,2025-02-07,CA,True,1.0,One,13504.0,False,3.0,95973,13504.0
SierraNorthValley,True,False,2025-03-07,444000.0,39.748349,-121.819424,1387 Hawthorne Avenue,Residential,1469.0,Keller Williams Realty Chico Area,SN157010875,Amy,Campbell,Unknown,Butte,Closed,3.0,SingleFamilyResidence,0.16,SierraNorthValley,1955.0,1387.0,2.0,Chico,3.0,2025-03-07,2025-02-03,CA,False,1.0,One,0.16,False,1.0,95926,6969.6
Oakland,False,False,2025-03-17,2025000.0,37.82982522,-122.18987731,6210 Elderberry Drive,Residential,3277.0,Real Brokerage Technologies,BMLS-R01931395,Noah,Manning,Unknown,Alameda,Closed,6.0,SingleFamilyResidence,0.3502,Oakland,1955.0,6210.0,3.0,Oakland,4.0,2025-03-17,2025-02-25,CA,True,2.0,Two,15255.0,False,2.0,94611,15255.0
Southland,True,True,2025-03-10,820000.0,34.639361,-118.249477,41632 Merryvale Lane,Residential,3776.0,Keller Williams Realty,CLW-C113283,Bernadette,Advincula,PLM - Palmdale,Los Angeles,Closed,3.0,SingleFamilyResidence,0.3136,OutOfAreaBoard,2007.0,41632.0,4.0,Palmdale,5.0,2025-03-10,2025-02-12,CA,True,2.0,Two,13659.0,False,3.0,93551,13659.0
Conejo,True,False,2025-03-12,980000.0,34.215979,-118.901145,2696 San Miguel Circle,Residential,1779.0,BH Realty,F159094683,Bekim,Hasani,TOW - Thousand Oaks West,Ventura,Closed,2.0,SingleFamilyResidence,0.15,Southland,1972.0,2696.0,3.0,Thousand Oaks,4.0,2025-03-12,2025-02-25,CA,True,2.0,Two,6534.0,False,2.0,91360,6534.0
SanDiego,False,True,2025-03-10,1150000.0,32.8845919,-116.94235772,11421 Pinehurst,Residential,2074.0,MRP Services,SAND-621135,Jeff,Sharp,92040 - Lakeside,San Diego,Closed,19.0,SingleFamilyResidence,1.21,SanDiego,1977.0,11421.0,3.0,Lakeside,4.0,2025-03-10,2025-02-05,CA,False,2.0,Two,52707.0,False,2.0,92040,52707.0
PasadenaFoothills,False,True,2025-03-12,1925000.0,34.148757,-118.462916,4307 Noble Avenue,Residential,2129.0,Compass,CLW-L08982,Nili,Hudson,SO - Sherman Oaks,Los Angeles,Closed,1.0,SingleFamilyResidence,0.1265,BeverlyHillsGreaterLa,1949.0,4307.0,4.0,Sherman Oaks,3.0,2025-03-12,2025-03-07,CA,True,1.0,One,5511.0,False,0.0,91403,5511.0
Conejo,False,False,2025-03-05,930000.0,34.294404,-118.737297,3063 Ditch Road,Residential,1230.0,eXp Realty of Greater Los Angeles Inc.,VCR-C159050845,Kristin,Bellefontaine,SVC - Central Simi,Ventura,Closed,8.0,SingleFamilyResidence,0.44,Conejo,1980.0,3063.0,3.0,Simi Valley,3.0,2025-03-05,2025-02-27,CA,False,1.0,One,19166.0,False,0.0,93063,19166.0
SanDiego,False,False,2025-03-07,720000.0,33.50160242,-117.08963243,32662 Bodley Ct,Residential,1954.0,JC Pacific Corp,OCMACHARL,Charlotte,Ma,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.13,OrangeCounty,2011.0,32662.0,3.0,Temecula,4.0,2025-03-07,2025-02-05,CA,False,2.0,Two,5662.0,False,2.0,92592,5662.0
BeverlyHillsGreaterLa,True,False,2025-03-07,5124999.0,34.042749,-118.40198,2759 Mcconnell Drive,Residential,3707.0,The Agency,CLW-C141130,Jordan,Gonda,C08 - Cheviot Hills/Rancho Park,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1654,OutOfAreaBoard,1942.0,2759.0,5.0,Los Angeles,5.0,2025-03-07,2025-01-31,CA,True,2.0,Two,7203.0,False,2.0,90064,7203.0
Mlslistings,False,False,2025-03-26,1188000.0,37.32131224,-121.93044187,417 Vaughn Avenue,Residential,1095.0,Unknown,ML1509890,Xingwen,Chen,699 - Not Defined,Santa Clara,Closed,2.0,SingleFamilyResidence,0.091,Unknown,1920.0,417.0,1.0,San Jose,3.0,2025-03-26,2025-02-24,CA,False,1.0,Unknown,3962.0,False,2.0,95128,3962.0
BayEast,False,False,2025-03-14,2068000.0,37.5913414,-122.05807561,32455 Lake Berryessa,Residential,1936.0,KW Advisors,CCBE-198034885,Sangeeta,Jhawar,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.1557,BayEast,1975.0,32455.0,3.0,Fremont,4.0,2025-03-14,2025-02-19,CA,True,1.0,Unknown,6781.0,False,2.0,94555,6781.0
SanDiego,False,False,2025-03-05,1215000.0,32.72465365,-117.12577567,1810 32nd St.,Residential,1240.0,DOLAN REALTY COMPANY,IVDOLGDEN,DENIS,DOLGINOV,92102 - San Diego,San Diego,Closed,3.0,SingleFamilyResidence,0.1406,InlandValleys,1910.0,1810.0,3.0,San Diego,3.0,2025-03-05,2025-02-13,CA,False,2.0,Two,6124.0,False,1.0,92102,6124.0
OutOfAreaBoard,True,False,2025-03-07,4545000.0,33.98462,-118.466921,239 Linnie Canal,Residential,3600.0,Berkshire Hathaway HomeServices California Properties,CLW-X62010,Lauren,Ravitz,C11 - Venice,Los Angeles,Closed,2.0,SingleFamilyResidence,0.0654,OutOfAreaBoard,2005.0,239.0,5.0,Venice,3.0,2025-03-07,2025-02-22,CA,True,1.0,ThreeOrMore,2850.0,False,2.0,90291,2850.0
Mlslistings,True,False,2025-03-14,3600000.0,36.96160576,-121.87219782,168 Zanzibar Drive,Residential,3562.0,Unknown,ML752933,Erik,Barbic,699 - Not Defined,Santa Cruz,Closed,2.0,SingleFamilyResidence,0.192,Unknown,2002.0,168.0,4.0,Aptos,4.0,2025-03-14,2025-02-20,CA,True,1.0,Unknown,8364.0,False,3.0,95003,8364.0
CaliforniaDesert,True,True,2025-03-19,575000.0,33.755391,-116.266168,40429 Calle Cancun,Residential,2147.0,HomeSmart,CDAR-d83772,Amber,Haaland,309 - Indio North of East Valley,Riverside,Closed,9.0,SingleFamilyResidence,0.21,CaliforniaDesert,2004.0,40429.0,2.0,Indio,2.0,2025-03-19,2025-03-13,CA,True,1.0,One,9148.0,False,3.0,92203,9148.0
BeverlyHillsGreaterLa,False,False,2025-03-26,1376000.0,34.175382,-118.441837,5752 Calhoun Avenue,Residential,1505.0,Luxury Collective,F207050278,Patricia,Navarro,SO - Sherman Oaks,Los Angeles,Closed,2.0,SingleFamilyResidence,0.2046,Southland,1941.0,5752.0,2.0,Sherman Oaks,3.0,2025-03-26,2025-02-17,CA,False,1.0,One,8911.0,False,2.0,91401,8911.0
SanDiego,True,False,2025-03-07,1265000.0,32.81046766,-117.23055441,2283 Loring St,Residential,2000.0,Compass,811288,Deb,Schrakamp,92109 - Pacific Beach,San Diego,Closed,2.0,SingleFamilyResidence,0.1667,PacificSouthwest,1989.0,2283.0,3.0,San Diego,3.0,2025-03-07,2025-02-05,CA,True,1.0,ThreeOrMore,7132.0,False,2.0,92109,7260.0
PasadenaFoothills,True,True,2025-03-12,880000.0,34.140077000000005,-117.949986,2481 Calle Villada Circle,Residential,1323.0,Keller Williams Realty,p16312,Jason,Berns,617 - Duarte,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1793,PasadenaFoothills,1979.0,2481.0,2.0,Duarte,3.0,2025-03-12,2025-02-18,CA,False,1.0,One,7811.0,False,2.0,91010,7811.0
NorthSanDiegoCounty,False,False,2025-03-04,1570000.0,33.123143,-117.171184,212 Garnet Way,Residential,3359.0,Signature Real Estate Group,SWSTONCHR,Christian,Stone,92078 - San Marcos,San Diego,Closed,4.0,SingleFamilyResidence,0.0964,SouthwestRiversideCounty,2017.0,212.0,4.0,San Marcos,5.0,2025-03-04,2025-02-09,CA,False,2.0,Two,4200.0,False,2.0,92078,4200.0
Mlslistings,True,False,2025-03-12,1110000.0,37.37972501,-121.83657281,11990 Duncan Street,Residential,1348.0,"Clarus Properties, Inc.",ML5092296,Sonia Vu,Takeshima,699 - Not Defined,Santa Clara,Closed,2.0,SingleFamilyResidence,0.1267,Mlslistings,1952.0,11990.0,1.0,San Jose,3.0,2025-03-12,2025-02-07,CA,False,1.0,Unknown,5520.0,False,0.0,95127,5520.0
PalmSprings,True,True,2025-03-27,565000.0,33.726939,-116.258604,80465 Muirfield Drive,Residential,1827.0,Berkshire Hathaway HomeServices California Properties,CDAR-d86040,Alane,Anderson,699 - Not Defined,Riverside,Closed,4.0,SingleFamilyResidence,0.13,CaliforniaDesert,2000.0,80465.0,2.0,Indio,2.0,2025-03-27,2025-03-10,CA,True,1.0,One,5662.0,False,2.0,92201,5662.0
BayEast,False,False,2025-03-12,1700000.0,37.70858631,-122.06942528,4635 Seven Hills Rd,Residential,3981.0,Outstanding Investment Co. Inc.,CCBE-MET5012150,Steven,Leung,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.1915,Unknown,1948.0,4635.0,4.0,Castro Valley,5.0,2025-03-12,2025-02-05,CA,True,2.0,Two,8340.0,False,2.0,94546,8340.0
HighDesert,True,False,2025-03-07,409000.0,34.390005,-117.585898,3481 1/2 Pipeline Road,Residential,1300.0,Keller Williams Realty,PWMAYOJOS,Alfredo,Mayoral,PINH - Pinon Hills,San Bernardino,Closed,2.0,SingleFamilyResidence,1.0,PacificWest,1981.0,3481.0,2.0,Pinon Hills,2.0,2025-03-07,2025-02-12,CA,True,2.0,Two,43560.0,False,2.0,92372,43560.0
SanLuisObispoCoastal,True,False,2025-03-12,1398000.0,35.362065,-120.841814,890 Anchor Street,Residential,1729.0,RE/MAX Success,SL01275136,Ken,Ardouin,MRBY - Morro Bay,San Luis Obispo,Closed,2.0,SingleFamilyResidence,0.1263,SanLuisObispoCoastal,1984.0,890.0,2.0,Morro Bay,2.0,2025-03-12,2025-01-28,CA,True,1.0,MultiSplit,5500.0,False,2.0,93442,5500.0
Madera,True,False,2025-03-28,485000.0,37.241005,-119.731814,44684 Rd 415,Residential,1962.0,"London Properties, Ltd",YGkatiem,Katie,Miller,YG20 - Coarsegold,Madera,Closed,3.0,SingleFamilyResidence,8.1,Fresno,1967.0,44684.0,2.0,Coarsegold,3.0,2025-03-28,2025-02-01,CA,True,1.0,One,8.1,False,3.0,93614,352836.0
Claw,True,False,2025-03-21,2280000.0,34.154007,-118.504227,4600 Balboa Avenue,Residential,1546.0,RE/MAX One,SR207066936,Michael,Esla,ENC - Encino,Los Angeles,Closed,2.0,SingleFamilyResidence,1.1163,Southland,1951.0,4600.0,2.0,Encino,3.0,2025-03-21,2025-02-15,CA,True,1.0,One,48626.0,False,2.0,91436,48626.0
OrangeCounty,True,True,2025-03-12,2475000.0,33.606272,-117.582131,1 Riviera,Residential,3781.0,Inhabit Real Estate,SMITZJIL,Jill,Mitzev,CC - Coto De Caza,Orange,Closed,6.0,SingleFamilyResidence,0.241,OrangeCounty,1989.0,1.0,4.0,Coto de Caza,5.0,2025-03-12,2025-02-21,CA,True,2.0,Two,10500.0,False,3.0,92679,10500.0
NorthSanLuisObispo,True,False,2025-03-07,1240000.0,35.474708,-120.687705,6705 San Gabriel Road,Residential,2952.0,Peek Realty,NS02084947,Karen,Peek,ATSC - Atascadero,San Luis Obispo,Closed,3.0,SingleFamilyResidence,6.28,NorthSanLuisObispo,1973.0,6705.0,3.0,Atascadero,4.0,2025-03-07,2025-02-02,CA,True,1.0,One,273557.0,False,3.0,93422,273557.0
CaliforniaDesert,True,False,2025-03-10,515000.0,33.732890000000005,-116.317771,77200 Indiana Avenue,Residential,1684.0,Equity Union,PS51734,Richie,Usher,324 - East Palm Desert,Riverside,Closed,2.0,SingleFamilyResidence,0.16,PalmSprings,1962.0,77200.0,2.0,Palm Desert,3.0,2025-03-10,2025-02-07,CA,False,1.0,One,6970.0,False,0.0,92211,6970.0
InlandValleys,True,False,2025-03-06,700000.0,33.93665,-117.383455,2843 Jane St.,Residential,2198.0,Tower Agency,IVAYALSAR,SARAH,AYALA,252 - Riverside,Riverside,Closed,2.0,SingleFamilyResidence,0.2,InlandValleys,1969.0,2843.0,2.0,Riverside,4.0,2025-03-06,2025-02-03,CA,True,1.0,One,8712.0,False,2.0,92506,8712.0
Southland,False,True,2025-03-05,970000.0,34.190477,-118.63523899999998,6620 Brennan Avenue,Residential,1570.0,Rumi Realty Group,VCR-C159050009,Mandana,Akbary-Rabani,WEH - West Hills,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1707,Conejo,1959.0,6620.0,2.0,West Hills,3.0,2025-03-05,2025-01-31,CA,True,1.0,One,7434.0,False,2.0,91307,7434.0
BeverlyHillsGreaterLa,False,False,2025-03-07,1420000.0,34.026393,-118.347754,3058 Vineyard Avenue,Residential,1868.0,Coldwell Banker Realty,CLW-C130356,Darryl,Robinson II,C16 - Mid Los Angeles,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1143,OutOfAreaBoard,1926.0,3058.0,4.0,Los Angeles,4.0,2025-03-07,2025-02-07,CA,False,1.0,One,4979.0,False,0.0,90016,4979.0
TheInlandGateway,True,False,2025-03-31,652500.0,34.238719,-116.886353,753 Mountain Sky Drive,Residential,1196.0,KELLER WILLIAMS BIG BEAR,ERAHIWIL,Will,Rahill,289 - Big Bear Area,San Bernardino,Closed,0.0,SingleFamilyResidence,0.1446,TheInlandGateway,1974.0,753.0,2.0,Big Bear Lake,3.0,2025-03-31,2025-03-14,CA,True,2.0,Two,6300.0,False,0.0,92315,6300.0
CaliforniaDesert,True,False,2025-03-11,320000.0,33.33167,-115.985619,2794 Coronet Avenue,Residential,1565.0,KELLER WILLIAMS REALTY,IGROMEMAY,Mayra,Romero,381 - Salton Sea - Imperial County,Imperial,Closed,2.0,SingleFamilyResidence,0.2277,TheInlandGateway,2024.0,2794.0,2.0,Thermal,3.0,2025-03-11,2025-03-07,CA,False,1.0,One,9920.0,False,2.0,92274,9920.0
BeverlyHillsGreaterLa,False,False,2025-03-05,850000.0,33.922421,-118.30015,1343 W 122nd Street,Residential,2042.0,Jason Mitchell Real Estate Ca,CLW-X78389,Michael,Mancuso,C36 - Metropolitan Southwest,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1511,SouthwestLosAngeles,1955.0,1343.0,3.0,Los Angeles,4.0,2025-03-05,2025-03-04,CA,True,1.0,One,6583.0,False,2.0,90044,6583.0
CaliforniaDesert,False,False,2025-03-06,489000.0,33.719866,-116.251748,45302 Yale Street,Residential,1382.0,Desert Sands Realty,CDAR-D24197,Maria,Valdez,699 - Not Defined,Riverside,Closed,2.0,SingleFamilyResidence,0.19,CaliforniaDesert,1980.0,45302.0,2.0,Indio,4.0,2025-03-06,2025-02-02,CA,True,1.0,Unknown,8276.0,False,2.0,92201,8276.0
OrangeCounty,True,False,2025-03-17,1475000.0,33.651261,-117.618533,42 Brisa Fresca,Residential,2518.0,DOMU Real Estate,OCFARBJAM,James,Farbaniec,R1 - Rancho Santa Margarita North,Orange,Closed,3.0,SingleFamilyResidence,0.0955,OrangeCounty,1993.0,42.0,3.0,Rancho Santa Margarita,4.0,2025-03-17,2025-02-24,CA,True,2.0,Two,4160.0,False,3.0,92688,4160.0
NorthSanDiegoCounty,True,False,2025-03-20,903000.0,33.187642,-117.353103,1832 California Street,Residential,1044.0,None MRML,NONE,NONE,NONE,92054 - Oceanside,San Diego,Closed,1.0,SingleFamilyResidence,0.1928,Unknown,1958.0,1832.0,2.0,Oceanside,3.0,2025-03-20,2025-03-06,CA,False,1.0,One,8400.0,False,1.0,92054,8400.0
PasadenaFoothills,True,False,2025-03-05,1489000.0,34.237033000000004,-118.246835,3110 Orange Avenue,Residential,1770.0,Good Members Investment,CLW-C108195,Ken,Kim,635 - La Crescenta/Glendale Montrose & Annex,Los Angeles,Closed,3.0,SingleFamilyResidence,0.2934,BeverlyHillsGreaterLa,1943.0,3110.0,3.0,La Crescenta,4.0,2025-03-05,2025-02-07,CA,True,1.0,MultiSplit,12782.0,False,0.0,91214,12782.0
PacificWest,False,True,2025-03-21,1230000.0,33.916939,-117.927126,3932 Bonita Place,Residential,2235.0,Coldwell Banker Best Realty,PJULIEKI,Julie,Kim,83 - Fullerton,Orange,Closed,6.0,SingleFamilyResidence,0.1653,PacificWest,1966.0,3932.0,2.0,Fullerton,5.0,2025-03-21,2025-02-24,CA,True,2.0,Two,7200.0,False,3.0,92835,7200.0
OutOfAreaBoard,False,False,2025-03-14,900000.0,34.197162,-118.441163,14130 Hart Street,Residential,2800.0,Coldwell Banker Hallmark,G165115009,Harout,Aloyan,VN - Van Nuys,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1822,Glendale,1955.0,14130.0,3.0,Van Nuys,5.0,2025-03-14,2025-02-12,CA,True,1.0,One,7935.0,False,2.0,91405,7935.0
CaliforniaDesert,True,True,2025-03-21,555000.0,33.828678000000004,-116.443981,69794 Rochester Road,Residential,1657.0,Simple Sales Agent Corp.,CDAR-D72834,Traci,Sadler,335 - Cathedral City North,Riverside,Closed,4.0,SingleFamilyResidence,0.17,CaliforniaDesert,1999.0,69794.0,2.0,Cathedral City,3.0,2025-03-21,2025-03-21,CA,True,1.0,Unknown,7405.0,False,2.0,92234,7405.0
CaliforniaDesert,True,True,2025-03-18,668000.0,33.717032,-116.26972,45673 Big Canyon Street,Residential,1703.0,Redfin Corporation,CDAR-d84003,Marsha Kay,McMahon-Jones,699 - Not Defined,Riverside,Closed,4.0,SingleFamilyResidence,0.12,CaliforniaDesert,2004.0,45673.0,3.0,Indio,2.0,2025-03-18,2025-03-04,CA,True,1.0,One,5227.0,False,2.0,92201,5227.0
Southland,False,True,2025-03-18,1240000.0,34.266589,-118.587678,20833 Tribune Street,Residential,1922.0,Unknown,Unknown,Unknown,Unknown,CHT - Chatsworth,Los Angeles,Closed,2.0,SingleFamilyResidence,0.2067,Unknown,1971.0,20833.0,2.0,Chatsworth,4.0,2025-03-18,2025-02-05,CA,True,1.0,One,9003.0,False,2.0,91311,9003.0
CitrusValley,False,False,2025-03-21,610000.0,33.687476000000004,-117.239255,24019 Kerrigan Drive,Residential,1898.0,YALA REALTY & ASSOCIATES,OCPALAJAY,Jayaraj,Kaliappan Palaniswam,SRCAR - Southwest Riverside County,Riverside,Closed,2.0,SingleFamilyResidence,0.218,OrangeCounty,2022.0,24019.0,3.0,Menifee,4.0,2025-03-21,2025-02-03,CA,False,1.0,One,9496.0,False,2.0,92587,9496.0
PalmSprings,True,True,2025-03-24,1310000.0,33.758186,-116.40998,61 Colgate Drive,Residential,3094.0,Compass,CLW-C143559,John,Zaffarano,321 - Rancho Mirage,Riverside,Closed,2.0,SingleFamilyResidence,0.15,BeverlyHillsGreaterLa,1978.0,61.0,3.0,Rancho Mirage,3.0,2025-03-24,2025-03-06,CA,True,1.0,Unknown,6534.0,False,2.0,92270,6534.0
Southland,True,False,2025-03-12,905000.0,33.95515,-118.325722,9101 S 8th Avenue,Residential,1651.0,Michael Delahoussaye & Assoc.,CLW-X14151,Michael,Delahoussaye,699 - Not Defined,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1961,Claw,1941.0,9101.0,2.0,Inglewood,3.0,2025-03-12,2025-02-07,CA,True,1.0,One,8540.0,False,2.0,90305,8540.0
PacificWest,True,True,2025-03-05,1000000.0,33.821091,-117.975587,2579 W Rome Avenue,Residential,1129.0,"Professional R.E. Center, Inc.",PWDAOMAI,Mai,Dao,79 - Anaheim West of Harbor,Orange,Closed,8.0,SingleFamilyResidence,0.1657,PacificWest,1955.0,2579.0,2.0,Anaheim,3.0,2025-03-05,2025-02-05,CA,True,1.0,One,7220.0,False,2.0,92804,7220.0
SouthwestRiversideCounty,True,False,2025-03-10,550000.0,33.745490999999994,-117.225972,3403 Buffalo Road,Residential,1848.0,California Realty Group,TTOREJKI,Kimmen,Torehov,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.15,SouthwestRiversideCounty,2014.0,3403.0,2.0,Perris,4.0,2025-03-10,2025-02-05,CA,False,1.0,One,6534.0,False,2.0,92570,6534.0
MercedCounty,True,True,2025-03-13,530000.0,37.395702,-120.61916,7315 Olive Avenue,Residential,1320.0,Matel Realtors,MCcastdi,Diego,Castillo,Unknown,Merced,Closed,2.0,SingleFamilyResidence,1.0575,MercedCounty,1951.0,7315.0,2.0,Winton,3.0,2025-03-13,2025-01-30,CA,True,1.0,One,46064.0,False,2.0,95388,46064.0
InlandValleys,True,True,2025-03-24,590000.0,33.935343,-117.260443,12720 Andretti Street,Residential,1588.0,CENTURY 21 PRIMETIME REALTORS,CV42258,Tana,Moreland,259 - Moreno Valley,Riverside,Closed,4.0,SingleFamilyResidence,0.17,CitrusValley,1983.0,12720.0,2.0,Moreno Valley,3.0,2025-03-24,2025-02-03,CA,True,1.0,One,7405.0,False,2.0,92553,7405.0
SanDiego,True,False,2025-03-19,2600000.0,33.04862265,-117.28080208,527 Quail Pointe Ln,Residential,4243.0,Out of Area Office,SAND-999999,Out of,Area Agent,92024 - Encinitas,San Diego,Closed,5.0,SingleFamilyResidence,0.2041,SanDiego,2010.0,527.0,5.0,Encinitas,4.0,2025-03-19,2025-02-17,CA,True,2.0,Two,8891.0,False,3.0,92024,8891.0
NorthSanDiegoCounty,True,False,2025-03-26,1145800.0,33.050644,-116.828603,18494 Paseo Pantera,Residential,3507.0,Coldwell Banker Realty,153054,Judith,Hickman,92065 - Ramona,San Diego,Closed,6.0,SingleFamilyResidence,10.84,NorthSanDiegoCounty,2005.0,18494.0,4.0,Ramona,4.0,2025-03-26,2025-02-13,CA,True,1.0,One,10.84,False,3.0,92065,472190.4
Southland,True,True,2025-03-26,4610000.0,34.116134,-118.395552,9171 Hazen Drive,Residential,5935.0,The Agency,CLW-C112210,Farrah,Brittany,C02 - Beverly Hills Post Office,Los Angeles,Closed,2.0,SingleFamilyResidence,1.2409,OutOfAreaBoard,1938.0,9171.0,7.0,Beverly Hills,5.0,2025-03-26,2025-02-04,CA,True,2.0,Two,54055.0,False,2.0,90210,54055.0
Southland,True,False,2025-03-21,2050000.0,34.142649,-118.470178,15501 Briarwood Drive,Residential,2193.0,Gable Grant,SLIROS,Rose,Li,SO - Sherman Oaks,Los Angeles,Closed,2.0,SingleFamilyResidence,0.232,OrangeCounty,1955.0,15501.0,3.0,Sherman Oaks,4.0,2025-03-21,2025-02-16,CA,True,1.0,One,10106.0,False,2.0,91403,10106.0
PacificSouthwest,False,False,2025-03-03,640000.0,33.990358,-118.192115,5609 Gifford Ave,Residential,1216.0,Realty Executives Of Northern California,mcrangpa,Patricia,Vazquez Rangel,"T6 - Maywood, Bell",Los Angeles,Closed,4.0,SingleFamilyResidence,0.1169,MercedCounty,1924.0,5609.0,2.0,Maywood,3.0,2025-03-03,2025-02-03,CA,False,1.0,One,5090.0,False,2.0,90270,5090.0
BayEast,False,False,2025-03-06,798000.0,37.97626519,-121.9968677,4032 Burbank Dr,Residential,1420.0,eXp Realty of California Inc,CCBE-MLL5087077,Jose,Cuison,Unknown,Contra Costa,Closed,2.0,SingleFamilyResidence,0.1671,Mlslistings,1961.0,4032.0,2.0,Concord,3.0,2025-03-06,2025-02-18,CA,True,1.0,One,7280.0,False,2.0,94521,7280.0
ContraCosta,False,False,2025-03-13,699000.0,37.94371426,-121.69228322,249 White Birch Ct,Residential,1828.0,Delphi Realty Group,CCBE-159527841,Clifton,Driver,Unknown,Contra Costa,Closed,2.0,SingleFamilyResidence,0.095,ContraCosta,2001.0,249.0,3.0,Brentwood,3.0,2025-03-13,2025-02-21,CA,True,2.0,Two,4140.0,False,2.0,94513,4140.0
SanDiego,False,False,2025-03-03,885000.0,32.99692415,-116.75657413,15530 Thornbush Road,Residential,2333.0,LPT Realty,153403,Tim,Barker,92065 - Ramona,San Diego,Closed,6.0,SingleFamilyResidence,0.43,NorthSanDiegoCounty,1999.0,15530.0,3.0,Ramona,4.0,2025-03-03,2025-01-30,CA,True,2.0,Two,18730.0,False,3.0,92065,18730.0
Downey,True,False,2025-03-17,1170000.0,33.842052,-117.77926,6086 E Silverspur Trail,Residential,1868.0,eHomes,SGARCJIR,Jiry,Garcia,77 - Anaheim Hills,Orange,Closed,4.0,SingleFamilyResidence,0.2732,OrangeCounty,1980.0,6086.0,3.0,Anaheim Hills,2.0,2025-03-17,2025-02-11,CA,True,2.0,Two,11900.0,False,2.0,92807,11900.0
PacificWest,False,True,2025-03-19,1305000.0,33.880749,-117.905606,1225 E. Fern,Residential,2142.0,ReMax Tiffany Real Estate,BBULLGER,Gerry,Bullerdick,83 - Fullerton,Orange,Closed,2.0,SingleFamilyResidence,0.466,PacificWest,1956.0,1225.0,3.0,Fullerton,3.0,2025-03-19,2025-02-17,CA,True,1.0,One,20300.0,False,2.0,92831,20300.0
OrangeCounty,True,False,2025-03-04,2500000.0,33.527916999999995,-117.66545,26631 Regency Court,Residential,3452.0,Keller Williams Realty,SPIERLO2,Loretta,Pierce,JN - San Juan North,Orange,Closed,3.0,SingleFamilyResidence,0.4334,OrangeCounty,1987.0,26631.0,3.0,San Juan Capistrano,5.0,2025-03-04,2025-02-06,CA,True,2.0,Two,18877.0,False,3.0,92675,18877.0
OrangeCounty,False,False,2025-03-25,1429000.0,33.637391,-117.597808,11 Calle Del Rio,Residential,1913.0,Legacy 15 Real Estate Brokers,OCMANNTHO,Thomas,Manning,R2 - Rancho Santa Margarita Central,Orange,Closed,2.0,SingleFamilyResidence,0.1064,OrangeCounty,1996.0,11.0,3.0,Rancho Santa Margarita,4.0,2025-03-25,2025-02-04,CA,True,2.0,Two,4633.0,False,2.0,92688,4633.0
