MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
263 - Banning/Beaumont/Cherry Valley,2.0,False,False,Two,False,SouthwestRiversideCounty,3.0,0.17,7405.0,7405.0,Reliable Realty Inc.,Angie,SWLOPEANG,35504.0,35504 Byron Trail,Beaumont,2006.0,False,Lopez-Nunez,3321.0,33.958527000000004,-117.039931,SouthwestRiversideCounty,3.0,550000.0,2025-08-08,Residential,Closed,3.0,SingleFamilyResidence,Riverside,5.0,CA,2025-06-19,2025-08-08,92223
688 - Rancho Cucamonga,2.0,False,False,Two,False,CitrusValley,3.0,0.2342,10200.0,10200.0,REALTY MASTERS & ASSOCIATES,Taylor,CV39366,11171.0,11171 Baylor Street,Rancho Cucamonga,1988.0,False,Marinez,1771.0,34.125524,-117.561407,InlandValleys,3.0,939000.0,2025-08-11,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-11,2025-08-11,91701
609 - Bradbury,1.0,False,False,One,False,Downey,2.0,3.031,132030.0,132030.0,First Family Homes,Ana,YRODRANA,247.0,247 El Cielo Lane,Bradbury,1981.0,False,Bitolas,3300.0,34.151294,-117.95958600000002,WestSanGabrielValley,4.0,1950000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-11,2025-08-01,91008
163 - Malaga Cove,1.0,False,False,"One,Two",False,SouthBay,2.0,0.1545,6730.0,6730.0,Vista Sotheby’s International Realty,Cari,SCLAYCAR,556.0,556 Via Media,Palos Verdes Estates,1952.0,False,Corbalis,2601.0,33.799353,-118.402702,PalosVerdesPeninsula,3.0,3106363.75,2025-08-05,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-04,2025-08-05,90274
LAC - Lancaster,1.0,False,False,One,False,Southland,2.0,0.2333,10161.0,10161.0,Re/Max All-Pro,Erin,SR150504741,41710.0,41710 Crispi Lane,Lancaster,1988.0,False,Karsten,2634.0,34.640285,-118.234192,Burbank,2.0,605000.0,2025-08-26,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-30,2025-08-26,93536
8 - Signal Hill,2.0,False,False,Two,False,Claw,2.0,0.1263,5501.0,5501.0,McAlpin & Company,Jerome,CLW-X06070,1878.0,1878 Molino Avenue N,Signal Hill,1954.0,False,McAlpin,1712.0,33.791253999999995,-118.16083,PacificWest,2.0,800000.0,2025-08-21,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-07-22,2025-08-21,90755
92056 - Oceanside,1.0,False,False,One,False,SanDiego,2.0,0.0,0.14,0.14,"Kyle Crabb, Broker",Kyle,SAND-662163,3985.0,3985 Shenandoah Drive,Oceanside,1972.0,False,Crabb,1419.0,33.199415,-117.291381,NorthSanDiegoCounty,2.0,822000.0,2025-08-13,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-07-21,2025-08-13,92056
686 - Ontario,1.0,False,False,One,False,CitrusValley,2.0,0.1722,7500.0,7500.0,MZ BROKERAGE INC.,Michael,CV39950,1926.0,1926 E 7th Street,Ontario,1977.0,False,Garcia,1364.0,34.088755,-117.60998,CitrusValley,2.0,615000.0,2025-08-08,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-14,2025-08-08,91764
263 - Banning/Beaumont/Cherry Valley,1.0,False,False,One,False,TheInlandGateway,2.5,0.17,7405.0,7405.0,RE/MAX ADVANTAGE,ADAM,EVHARTADA,464.0,464 Whitney Peak,Beaumont,2016.0,False,HART,2482.0,33.905001,-116.952332,TheInlandGateway,3.0,627000.0,2025-08-20,Residential,Closed,2.5,SingleFamilyResidence,Riverside,2.0,CA,2025-07-06,2025-08-20,92223
C30 - Hollywood Hills East,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.1387,6040.0,6040.0,Real Broker,Max,CLW-C105754,3290.0,3290 N Knoll Drive,Los Angeles,1991.0,False,Lee,3015.0,34.128737,-118.342534,BeverlyHillsGreaterLa,3.0,2540000.0,2025-08-13,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-18,2025-08-13,90068
252 - Riverside,1.0,False,False,One,False,SouthBay,2.0,0.16,6970.0,6970.0,310 Realty Club,John,SMARJOHN,7293.0,7293 Macy Court,Riverside,1986.0,False,Martinez,1441.0,33.961633,-117.478461,Arcadia,2.0,679000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,Riverside,4.0,CA,2025-07-23,2025-08-28,92503
35 - Artcraft Manor,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.1319,5746.0,5746.0,Keller Williams Los Angeles,Shannon,CLW-C120801,2275.0,2275 Ximeno Avenue,Long Beach,1942.0,False,Shue,2056.0,33.798713,-118.141321,PacificWest,3.0,1093845.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-21,2025-08-20,90815
656 - Sierra Madre,1.0,False,False,One,False,Arcadia,3.0,0.4591,19999.0,19999.0,Coldwell Banker Realty,Robert,AR43772,2082.0,2082 Kaia Lane,Sierra Madre,1977.0,False,Farrell,3174.0,34.172002,-118.033301,Arcadia,4.0,2200000.0,2025-08-28,Residential,Closed,6.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-24,2025-08-28,91024
335 - Cathedral City North,1.0,False,False,One,False,PalmSprings,2.0,0.17,7405.0,7405.0,Compass,Salomon,CLW-51750,69736.0,69736 Cypress Road,Cathedral City,1990.0,False,Urquiza,1278.0,33.827193,-116.445852,OrangeCounty,2.0,425000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-06-26,2025-08-01,92234
VC57 - Piru,1.0,False,False,One,False,VenturaCoastal,2.0,0.0904,3937.0,3937.0,Williams Homes Inc,Cynthia,v211510787,192.0,192 Citron Avenue,Piru,2025.0,False,Kerr,1591.0,34.408363,-118.79813,VenturaCoastal,3.0,689990.0,2025-08-12,Residential,Closed,2.0,SingleFamilyResidence,Ventura,3.0,CA,2025-07-09,2025-08-12,93040
LNSEA - Sea Country,1.0,False,False,One,False,OrangeCounty,2.0,0.1584,6900.0,6900.0,Compass,John,SDAVIJO5,24571.0,24571 Camden Court,Laguna Niguel,1988.0,False,Davidson,1110.0,33.52382,-117.700569,Downey,2.0,875000.0,2025-08-21,Residential,Closed,2.0,SingleFamilyResidence,Orange,2.0,CA,2025-07-22,2025-08-21,92677
Unknown,2.0,False,False,Two,False,BayEast,2.0,0.0958,4174.0,4174.0,ValleyVentures Realty Inc,Sampath,CCBE-206540026,2030.0,2030 Gemina Way,Brentwood,2020.0,False,Rajidi,3002.0,37.96470127,-121.73173762,ContraCosta,4.0,815000.0,2025-08-11,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,5.0,CA,2025-07-15,2025-08-11,94513
92130 - Carmel Valley,2.0,False,False,Two,False,SanDiego,2.0,0.0,0.0,0.0,Compass,Seth,SAND-634331,3718.0,3718 Ruette San Raphael,San Diego,2000.0,False,OByrne,2372.0,32.92517756,-117.23272813,SanDiego,3.0,1720000.0,2025-08-12,Residential,Closed,2.0,SingleFamilyResidence,San Diego,3.0,CA,2025-07-22,2025-08-12,92130
PLM - Palmdale,2.0,False,False,Two,False,Southland,2.0,0.1612,7020.0,7020.0,Century 21 Masters,Walter,SR207069747,37727.0,37727 Dixie Drive,Palmdale,1986.0,False,Blanco,1470.0,34.567818,-118.128772,InlandValleys,3.0,490000.0,2025-08-13,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-10,2025-08-13,93550
Unknown,2.0,False,False,Two,False,Delta,2.0,0.1618,7050.0,7050.0,Luxe Realty Group,Alejandro,CCBE-R02191659,1135.0,1135 Ranch Point Way,Antioch,1997.0,False,Juarez,2287.0,37.96379805,-121.79959479999998,ContraCosta,3.0,649950.0,2025-08-13,Residential,Closed,4.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-07-14,2025-08-13,94531
699 - Not Defined,2.0,False,False,Two,False,SouthwestRiversideCounty,2.0,0.11,4792.0,4792.0,"eXp Realty of California, Inc.",Alexis,SWCASSALE,1335.0,1335 Exeter Court,San Jacinto,2000.0,False,Cassidy,2191.0,33.774319,-116.94778,CitrusValley,4.0,485000.0,2025-08-13,Residential,Closed,2.0,SingleFamilyResidence,Riverside,5.0,CA,2025-06-27,2025-08-13,92583
VIC - Victorville,2.0,False,False,Two,False,RanchoSoutheast,3.0,0.1464,6378.0,6378.0,Merit Capital Group Inc,Jahaira,RSROMEJAH,15209.0,15209 Ridgebriar Lane,Victorville,2006.0,False,Romero,2442.0,34.527219,-117.367282,Southland,3.0,477000.0,2025-08-28,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-08-05,2025-08-28,92394
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.3122,13600.0,13600.0,Monterey Coast Realty,Diane,ML5078622,2833.0,2833 Forest Lodge Road,Pebble Beach,1955.0,False,Kahle,2723.0,36.60540414,-121.9375108,Mlslistings,3.0,2200000.0,2025-08-06,Residential,Closed,4.0,SingleFamilyResidence,Monterey,4.0,CA,2025-07-13,2025-08-06,93953
Unknown,1.0,False,False,"Two,One",False,BayEast,2.0,0.2238,9750.0,9750.0,Compass,Joe,CCBE-159506233,3366.0,3366 Ensenada Dr,San Ramon,1973.0,False,Frazzano,2343.0,37.74872706,-121.93568215,BayEast,3.0,1455000.0,2025-08-08,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-07-22,2025-08-08,94583
699 - Not Defined,1.0,False,False,One,False,Mrmls,3.0,0.41,17860.0,17860.0,NONMEMBER MRML,General,NONMEMBER,3600.0,3600 Laver Court,Redding,2007.0,False,NONMEMBER,2752.0,40.555474,-122.313,OrangeCounty,3.0,637000.0,2025-08-14,Residential,Closed,3.0,SingleFamilyResidence,Shasta,4.0,CA,2025-07-26,2025-08-14,96002
LAC - Lancaster,1.0,False,False,One,False,PasadenaFoothills,2.0,0.1663,7244.0,7244.0,Sunrise Realtors,Shahe,p19412,3038.0,3038 Kaylyn Street,Lancaster,1992.0,False,Barsoumian,1420.0,34.668218,-118.075359,Southland,2.0,410000.0,2025-08-22,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-23,2025-08-22,93535
Unknown,1.0,False,False,One,False,MercedCounty,2.0,0.1472,6410.0,6410.0,"London Properties Ltd, Atwater",Tiffany,mcwilsti,3381.0,3381 Harbor Drive,Atwater,1989.0,False,Wilson,1595.0,37.369635,-120.599891,MercedCounty,2.0,415000.0,2025-08-08,Residential,Closed,2.0,SingleFamilyResidence,Merced,3.0,CA,2025-07-22,2025-08-08,95301
25 - Carson Park,1.0,False,False,One,False,PacificWest,2.0,0.1234,5375.0,5375.0,Think Boutiq Real Estate,Margaret,PWKNIMAR,4165.0,4165 Redline Drive,Lakewood,1953.0,False,Knight,1180.0,33.834321,-118.096946,Downey,2.0,975000.0,2025-08-22,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-23,2025-08-22,90713
CHT - Chatsworth,1.0,False,False,One,False,Southland,2.0,0.3321,14468.0,14468.0,"ELEV8 Group, Inc.",Linda,F207015964,10162.0,10162 Farralone Avenue,Chatsworth,1956.0,False,Constante,2040.0,34.255329,-118.609928,BeverlyHillsGreaterLa,3.0,1200000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-06-23,2025-08-01,91311
264 - Fontana,2.0,False,False,Two,False,Downey,2.0,0.068,2960.0,2960.0,"Modha Realty, Inc",Julie,DWALPJUL,16042.0,16042 Esparza Lane,Fontana,2025.0,False,Alphonso,1805.0,34.151876,-117.455288,SouthwestRiversideCounty,3.0,680000.0,2025-08-29,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-08-02,2025-08-29,92336
BKSF - Bakersfield,1.0,False,False,One,False,Mrmls,3.0,0.14,6098.0,6098.0,Watson Realty,Candis,NONMEMBER,711.0,711 Crown Pointe Drive,Bakersfield,1996.0,False,Thomas,1742.0,35.365189,-119.106612,Southland,2.0,394000.0,2025-08-06,Residential,Closed,3.0,SingleFamilyResidence,Kern,3.0,CA,2025-07-02,2025-08-06,93312
78 - Anaheim East of Harbor,1.0,False,False,One,False,PacificWest,2.0,0.1383,6024.0,6024.0,Transunited Realty Group,Robert,PWROBESP,1522.0,1522 E Broadway,Anaheim,1954.0,False,Esparza,1050.0,33.836969,-117.896211,PacificWest,2.0,775000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-23,2025-08-01,92805
56 - Cypress South of Orangewood,2.0,False,False,Two,False,OrangeCounty,2.0,0.1148,5000.0,5000.0,First Team Real Estate,Kyle,OCINGRKYL,6786.0,6786 Molokai Drive,Cypress,1967.0,False,Ingram,1978.0,33.794277,-118.014308,PacificWest,2.0,1250000.0,2025-08-19,Residential,Closed,2.0,SingleFamilyResidence,Orange,5.0,CA,2025-07-30,2025-08-19,90630
91941 - La Mesa,1.0,False,False,One,False,PacificSouthwest,2.0,0.1693,7375.0,7375.0,Compass,John,818404,4723.0,4723 Boulder Pl,La Mesa,1951.0,False,Selby,2533.0,32.76521681,-117.01391666,SanDiego,3.0,1250000.0,2025-08-21,Residential,Closed,3.0,SingleFamilyResidence,San Diego,3.0,CA,2025-08-01,2025-08-21,91941
TAR - Tarzana,1.0,False,False,MultiSplit,False,Southland,2.0,0.5139,22386.0,22386.0,Berkshire Hathaway HomeServices California Properties,Jennifer,SR207065069,5347.0,5347 Shirley Ave,Tarzana,1953.0,False,Brookley,3355.0,34.168633,-118.55833,Southland,4.0,1925000.0,2025-08-05,Residential,Closed,8.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-07,2025-08-05,91356
699 - Not Defined,1.0,False,False,Unknown,False,Unknown,2.0,0.2314,10080.0,10080.0,Unknown,Cameron,ML621334,10981.0,10981 Edgemont Drive,San Jose,1956.0,False,Ek,1228.0,37.38711125,-121.81327738,Mlslistings,2.0,1051000.0,2025-08-06,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,2.0,CA,2025-07-15,2025-08-06,95127
SRCAR - Southwest Riverside County,1.0,False,False,One,False,Downey,1.0,0.15,6534.0,6534.0,Century 21 Allstars,Abel,DWRAMABE,1058.0,1058 Encanto Drive,San Jacinto,1991.0,False,Ramirez Orozco,1308.0,33.793628000000005,-116.978602,Fresno,2.0,350000.0,2025-08-06,Residential,Closed,1.0,SingleFamilyResidence,Riverside,2.0,CA,2025-07-02,2025-08-06,92582
LOAK - Live Oaks,1.0,False,False,One,False,Southland,2.0,0.1174,5115.0,5115.0,Silva Realty,Chris,F207096349,27817.0,27817 Wakefield Road,Castaic,1985.0,False,Silva,1480.0,34.454056,-118.621201,Southland,2.0,769000.0,2025-08-06,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-02,2025-08-06,91384
276 - Highland,1.0,False,False,One,False,SouthwestRiversideCounty,2.0,0.3134,13650.0,13650.0,eHomes,Erik,SWTORGERI,7687.0,7687 Central Avenue,Highland,1956.0,False,Torgersen,1642.0,34.114401,-117.217069,CitrusValley,2.0,580000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-16,2025-08-15,92346
Unknown,1.0,False,False,One,False,ContraCosta,0.0,0.0988,4305.0,4305.0,Keller Williams Realty,Zinat,CCBE-159510839,3462.0,3462 Golden Gate Way,Lafayette,1956.0,False,Herovi,3529.0,37.89198406,-122.11401364,ContraCosta,1.0,715000.0,2025-08-05,Residential,Closed,0.0,SingleFamilyResidence,Contra Costa,1.0,CA,2025-07-30,2025-08-05,94549
WATT - Watts,1.0,False,False,One,False,Downey,0.0,0.0764,3326.0,3326.0,Excellence RE Real Estate,J. Art,ymincjos,9544.0,9544 Graham Avenue,Los Angeles,1925.0,False,Minchaca,684.0,33.949352000000005,-118.242692,Downey,1.0,525000.0,2025-08-20,Residential,Closed,0.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-08-04,2025-08-20,90002
70 - Santa Ana North of First,1.0,False,False,One,False,Newport,2.0,0.1954,8512.0,8512.0,Douglas Elliman Of California,Breanna,U41401,2314.0,2314 Poinsettia Street,Santa Ana,1952.0,False,Lepante,1497.0,33.767179,-117.861835,PacificWest,2.0,1115000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-07-26,2025-08-20,92706
248 - Corona,1.0,False,False,One,False,TheInlandGateway,2.0,0.0964,4200.0,4200.0,KW The Lakes,Oscar,IGGONZOSC,3087.0,3087 Arbor Glen Court,Corona,1997.0,False,Gonzalez Jr,1325.0,33.895661,-117.503015,OrangeCounty,2.0,634000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-07-25,2025-08-28,92879
VIC - Victorville,1.0,False,False,One,False,TheInlandGateway,2.0,0.3696,16100.0,16100.0,"PONCE & PONCE REALTY, INC",MARIA,EVRUIZMAR,15962.0,15962 Meseta Road,Victorville,1957.0,False,LIMAS RUIZ,1559.0,34.540834000000004,-117.326372,CitrusValley,2.0,410000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,5.0,CA,2025-07-10,2025-08-01,92394
315 - Coachella,1.0,False,False,Unknown,False,CaliforniaDesert,2.0,0.17,7405.0,7405.0,HomeSmart,Elena,CDAR-D79589,83483.0,83483 Todos Santos Avenue,Coachella,2005.0,False,Velazquez,1694.0,33.695048,-116.209478,CaliforniaDesert,2.0,470000.0,2025-08-14,Residential,Closed,3.0,SingleFamilyResidence,Riverside,3.0,CA,2025-07-17,2025-08-14,92236
688 - Rancho Cucamonga,1.0,False,False,One,False,PacificWest,2.0,0.1551,6756.0,6756.0,Keller Williams Realty,Seung,PWLEESEUN,13211.0,13211 Baxter Springs Drive,Rancho Cucamonga,2015.0,False,Lee,1832.0,34.099699,-117.516522,InlandValleys,2.0,860000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-06-27,2025-08-01,91739
681 - Chino,1.0,False,False,One,False,Burbank,2.0,0.168,7320.0,7320.0,Atlas Real Estate & Finance G,Zareh,B40076,12976.0,12976 Rhodes Place,Chino,1972.0,False,Abnoosi,1352.0,34.017629,-117.70381299999998,CitrusValley,2.0,710000.0,2025-08-08,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-18,2025-08-08,91710
91913 - Chula Vista,2.0,False,False,Two,False,PacificSouthwest,2.0,0.0462,2012.0,2012.0,"eXp Realty of California, Inc.",Francia,810056,1751.0,1751 Whitmore Loop,Chula Vista,2023.0,False,Castro,2012.0,32.598332,-116.976263,PacificSouthwest,3.0,900000.0,2025-08-11,Residential,Closed,2.0,SingleFamilyResidence,San Diego,4.0,CA,2025-06-27,2025-08-11,91913
92026 - Escondido,2.0,False,False,Two,False,SanDiego,2.0,0.1639999999999999,7142.0,7142.0,Palisade Realty Inc,Jeremy,SAND-679667,2490.0,2490 Bear Rock Gln,Escondido,1995.0,False,McHone,2366.0,33.1678,-117.137492,NorthSanDiegoCounty,3.0,980000.0,2025-08-29,Residential,Closed,6.0,SingleFamilyResidence,San Diego,4.0,CA,2025-08-11,2025-08-29,92026
Unknown,2.0,False,False,Two,False,ContraCosta,2.0,0.2376,10350.0,10350.0,RE/MAX Accord,Tae,CCBE-159521861,222.0,222 Scotts Mill Ct,Danville,1973.0,False,Hobson,2436.0,37.81054838,-121.97753917,ContraCosta,3.0,1875000.0,2025-08-18,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-07-26,2025-08-18,94526
92024 - Encinitas,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,10600.0,461736000.0,10600.0,Harcourts Prime Properties,Frances,114948,157.0,157 Beechtree Drive,Encinitas,1973.0,False,Foltz,1421.0,33.044298,-117.262159,NorthSanDiegoCounty,2.0,1600000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,San Diego,3.0,CA,2025-08-08,2025-08-28,92024
690 - Upland,2.0,False,False,Two,False,OrangeCounty,3.0,0.178,7754.0,7754.0,Real Broker,Brooks,OCBAILBRO,1759.0,1759 Crebs Way,Upland,2005.0,False,Bailey,3520.0,34.12733,-117.634256,PacificWest,4.0,1140000.0,2025-08-25,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,5.0,CA,2025-07-26,2025-08-25,91784
52 - Los Alamitos,1.0,False,False,One,False,PacificWest,2.0,0.1377,6000.0,6000.0,RE/MAX College Park Realty,Cary,BHAIRCAR,10041.0,10041 Kaylor Avenue,Los Alamitos,1969.0,False,Hairabedian,1995.0,33.816410999999995,-118.066348,PacificWest,2.0,1375000.0,2025-08-07,Residential,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-07-07,2025-08-07,90720
248 - Corona,1.0,False,False,One,False,TheInlandGateway,2.0,0.15,6534.0,6534.0,Coldwell Banker Realty,Veronica,KLEEVERO,3401.0,3401 Mountainside Circle,Corona,1988.0,False,Lee,1758.0,33.874801,-117.633486,PacificWest,2.0,842000.0,2025-08-11,Residential,Closed,4.0,SingleFamilyResidence,Riverside,4.0,CA,2025-07-10,2025-08-11,92882
77 - Anaheim Hills,2.0,False,False,Two,False,PacificWest,2.0,0.0988,4305.0,4305.0,First Team Real Estate,Maher,PHABIMAH,1191.0,1191 S Silver Star Way,Anaheim Hills,1993.0,False,Haroun,1737.0,33.85174,-117.727998,PacificWest,3.0,1170000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-29,2025-08-28,92808
91911 - Chula Vista,2.0,False,False,Two,False,SanDiego,2.0,0.1075,4683.0,4683.0,Realty Source Incorporated,Jose,SAND-684649,1505.0,1505 Robles Dr,Chula Vista,2001.0,False,Cabarcas Guerra,1796.0,32.61212552,-117.02344826,SanDiego,3.0,930000.0,2025-08-01,Residential,Closed,4.0,SingleFamilyResidence,San Diego,4.0,CA,2025-07-16,2025-08-01,91911
LAC - Lancaster,1.0,False,False,One,False,Southland,2.0,0.1322,5757.0,5757.0,Elevate Real Estate Agency,Antonette,F150574805,1037.0,1037 Herzel Avenue,Lancaster,1987.0,False,Aguilar,1521.0,34.679909,-118.11103500000002,Southland,2.0,435000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-30,2025-08-15,93535
Unknown,1.0,False,False,One,False,Mrmls,0.0,0.1865,8122.0,8122.0,NONMEMBER MRML,General,Nonmember,816.0,816 Washington Street,Hanford,1950.0,False,NONMEMBER,1495.0,36.316241,-119.657186,Fresno,2.0,290000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,Kings,3.0,CA,2025-07-25,2025-08-15,93230
RVB - Riverbend,1.0,False,False,One,False,PacificWest,2.0,0.1607,7000.0,7000.0,Caliber Real Estate Group,Kenneth,PWLONGKEN,3112.0,3112 N Hearthside Street,Orange,1967.0,False,Longo,1738.0,33.841276,-117.845844,PacificWest,2.0,1162000.0,2025-08-12,Residential,Closed,6.0,SingleFamilyResidence,Orange,4.0,CA,2025-07-14,2025-08-12,92865
259 - Moreno Valley,2.0,False,False,Two,False,TheInlandGateway,2.0,0.11,4792.0,4792.0,Fiv Realty Co.,Elizabeth,IGAGUIELI,24476.0,24476 Filaree Avenue,Moreno Valley,1983.0,False,Aguila,1381.0,33.899795000000005,-117.235492,Downey,3.0,515000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-07-08,2025-08-15,92551
PORA - Porter Ranch,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.219,9539.0,9539.0,Realty Executives Westside,Derek,CLW-C108848,11900.0,11900 Laughton Way,Porter Ranch,1981.0,False,Hudson,3213.0,34.290195000000004,-118.53448,Glendale,3.0,1700000.0,2025-08-08,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-11,2025-08-08,91326
C06 - Brentwood,1.0,False,False,MultiSplit,False,Malibu,2.0,0.1607,7001.0,7001.0,The Hills Premier Realty,Michelle,CLW-X99807,639.0,639 S Bundy Drive,Los Angeles,1950.0,False,Kim,2519.0,34.052806,-118.475172,BeverlyHillsGreaterLa,3.0,2500000.0,2025-08-25,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-26,2025-08-25,90049
267 - Loma Linda,1.0,False,False,One,False,CitrusValley,3.0,0.1848,8048.0,8048.0,BERKSHIRE HATHAWAY HOMESERVICES CALIFORNIA REALTY,Dawn,CV43149,10963.0,10963 Clementine Way,Loma Linda,2019.0,False,Hensley,2287.0,34.054464,-117.226527,TheInlandGateway,2.0,860000.0,2025-08-01,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-06-25,2025-08-01,92354
WHLL - Woodland Hills,1.0,False,False,One,False,Southland,3.0,0.4404,19182.0,19182.0,"Pinnacle Estate Properties, Inc.",Nicholas,SR207069102,4809.0,4809 Queen Victoria Road,Woodland Hills,1959.0,False,Teslik,4899.0,34.15845,-118.565367,Southland,6.0,1700000.0,2025-08-14,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-06-16,2025-08-14,91364
SRCAR - Southwest Riverside County,2.0,False,False,Two,False,CaliforniaDesert,3.0,0.17,7405.0,7405.0,Keller Williams Realty,Julieta,CDAR-d85821,16508.0,16508 Nectarine Way,Lake Elsinore,1989.0,False,Ortiz Garza-Cira,1725.0,33.700862,-117.396253,TheInlandGateway,3.0,647000.0,2025-08-26,Residential,Closed,3.0,SingleFamilyResidence,Riverside,3.0,CA,2025-07-17,2025-08-26,92530
87 - La Habra,1.0,False,False,One,False,SouthwestRiversideCounty,2.0,0.1313,5720.0,5720.0,"Drive Real Estate, Inc.",Shari,SWDAWESHA,140.0,140 Virginia Street,La Habra,1951.0,False,Dawes,1041.0,33.932655,-117.95805,CitrusValley,1.0,795000.0,2025-08-05,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-07-03,2025-08-05,90631
Unknown,2.0,False,False,Two,False,ContraCosta,2.0,0.2296,10000.0,10000.0,Keller Williams Realty,Kelly,CCBE-159517884,3257.0,3257 Inverness Dr,Walnut Creek,1969.0,False,Gargiulo,2685.0,37.92191463,-122.00731377,ContraCosta,4.0,1500000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,5.0,CA,2025-08-15,2025-08-28,94598
BKSF - Bakersfield,1.0,False,False,One,False,NorthSanLuisObispo,2.0,0.15,6534.0,6534.0,"LPT Realty, Inc.",Belinda,NS01930099,4810.0,4810 Bluestone Drive,Bakersfield,2002.0,False,Estrada,1268.0,35.311541,-119.12277,VenturaCoastal,2.0,378000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,Kern,3.0,CA,2025-07-16,2025-08-15,93311
